IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.5,60954,149.171.126.5,21,6,1.0,2934,3742,52,54,27,0,0,Benign
59.166.0.9,8763,149.171.126.1,53,17,5.0,132,164,2,2,0,1,0,Benign
59.166.0.7,64770,149.171.126.5,5190,6,0.0,1470,1728,22,14,27,4,0,Benign
59.166.0.0,12860,149.171.126.3,25885,6,0.0,424,8824,8,12,27,6,0,Benign
59.166.0.2,62511,149.171.126.1,63010,6,36.0,3926,55114,66,68,27,27,0,Benign
59.166.0.4,52596,149.171.126.2,36637,6,36.0,2974,33842,48,50,27,25,0,Benign
59.166.0.0,32034,149.171.126.6,52093,6,0.0,2646,25418,42,44,27,0,0,Benign
59.166.0.5,38209,149.171.126.9,53,17,5.0,132,164,2,2,0,1,0,Benign
59.166.0.6,44645,149.171.126.9,6881,6,37.0,1540,1644,16,18,27,20,0,Benign
59.166.0.8,12968,149.171.126.0,53,17,0.0,132,164,2,2,0,0,0,Benign
59.166.0.8,61926,149.171.126.1,5190,6,0.0,1470,1728,22,14,27,4,0,Benign
59.166.0.6,55066,149.171.126.8,26116,6,0.0,320,1864,6,8,27,0,0,Benign
59.166.0.0,53283,149.171.126.8,111,17,11.0,568,304,4,4,0,87,0,Benign
59.166.0.0,10184,149.171.126.9,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.9,1032,149.171.126.9,5190,6,0.0,3022,17186,42,34,27,2892,0,Benign
59.166.0.1,57668,149.171.126.2,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.3,9400,149.171.126.2,6942,17,11.0,528,304,4,4,0,1,0,Benign
59.166.0.5,15705,149.171.126.4,20228,6,0.0,2334,16734,36,38,27,0,0,Benign
59.166.0.8,56062,149.171.126.4,58764,17,0.0,536,304,4,4,0,0,0,Benign
59.166.0.4,50218,149.171.126.1,53,17,5.0,146,178,2,2,0,1,0,Benign
175.45.176.1,42057,149.171.126.10,80,6,7.0,816,256,10,6,19,196,1,Reconnaissance
59.166.0.6,45156,149.171.126.3,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.4,38789,149.171.126.8,25,6,3.0,37190,3380,52,42,27,0,0,Benign
59.166.0.9,24408,149.171.126.7,24898,6,0.0,3078,32564,50,50,27,0,0,Benign
59.166.0.3,27219,149.171.126.1,143,6,4.0,7810,15502,122,126,27,1513,0,Benign
59.166.0.6,25226,149.171.126.5,18974,6,36.0,4326,62906,74,72,27,51,0,Benign
175.45.176.2,50223,149.171.126.14,1723,6,0.0,2504,336,10,8,19,1307,0,Benign
59.166.0.8,40547,149.171.126.4,5190,6,0.0,1036,2262,12,12,27,0,0,Benign
59.166.0.7,63747,149.171.126.1,1717,6,0.0,3614,43086,60,62,27,0,0,Benign
59.166.0.0,11575,149.171.126.1,40410,6,0.0,2230,15236,34,36,27,0,0,Benign
59.166.0.5,54898,149.171.126.7,21,6,1.0,2934,3742,52,54,27,1004,0,Benign
59.166.0.0,36714,149.171.126.0,25,6,3.0,37308,3172,52,38,27,470,0,Benign
59.166.0.2,59458,149.171.126.4,1086,6,36.0,2558,23320,40,42,27,16,0,Benign
59.166.0.7,25871,149.171.126.8,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.6,56504,149.171.126.0,6881,6,37.0,1540,1644,16,18,27,21,0,Benign
175.45.176.1,64776,149.171.126.17,445,6,10.16,1058,820,12,10,19,2417,1,Fuzzers
59.166.0.5,48196,149.171.126.9,2879,6,0.0,4584,2768,22,24,27,0,0,Benign
59.166.0.6,18384,149.171.126.3,36853,17,0.0,528,304,4,4,0,0,0,Benign
59.166.0.0,30266,149.171.126.7,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.1,47098,149.171.126.7,47172,6,36.0,2438,19266,38,40,27,56,0,Benign
59.166.0.2,64262,149.171.126.8,53,17,0.0,132,164,2,2,0,0,0,Benign
59.166.0.4,29706,149.171.126.8,57467,6,36.0,2438,19242,38,40,27,24,0,Benign
59.166.0.4,29104,149.171.126.9,5190,6,0.0,1470,1728,22,14,27,16,0,Benign
59.166.0.1,32861,149.171.126.2,48182,6,0.0,424,8824,8,12,27,222,0,Benign
59.166.0.4,17306,149.171.126.1,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.6,53625,149.171.126.1,5190,6,0.0,4908,2448,34,26,27,0,0,Benign
59.166.0.9,60188,149.171.126.4,80,6,7.0,1684,10168,14,18,27,1749,0,Benign
59.166.0.8,25442,149.171.126.4,25,6,3.0,37232,3380,52,42,27,526,0,Benign
59.166.0.8,27441,149.171.126.7,111,17,11.0,568,304,4,4,0,4,0,Benign
175.45.176.0,0,149.171.126.13,0,15,0.0,180,0,2,0,0,0,1,Backdoor
59.166.0.5,51771,149.171.126.3,111,17,11.0,568,304,4,4,0,4,0,Benign
175.45.176.1,24847,149.171.126.13,111,17,11.0,168,0,2,0,0,0,1,Reconnaissance
59.166.0.3,4420,149.171.126.8,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.8,58457,149.171.126.8,21,6,1.0,2934,3742,52,54,27,844,0,Benign
59.166.0.4,43499,149.171.126.8,44605,6,0.0,2646,25418,42,44,27,0,0,Benign
175.45.176.3,48711,149.171.126.17,8089,6,0.0,160,80,4,2,18,107,0,Benign
59.166.0.4,56204,149.171.126.9,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,49408,149.171.126.8,143,6,4.0,7818,14922,122,126,27,763,0,Benign
59.166.0.5,36067,149.171.126.8,80,6,7.0,1684,10168,14,18,27,1217,0,Benign
59.166.0.0,58946,149.171.126.2,21,6,1.0,2934,3742,52,54,27,4954,0,Benign
59.166.0.6,11252,149.171.126.8,6881,6,0.0,25992,1094788,464,858,27,4294936,0,Benign
59.166.0.9,9015,149.171.126.0,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.1,55839,149.171.126.4,80,6,7.0,1684,10168,14,18,27,1340,0,Benign
59.166.0.4,57481,149.171.126.1,25726,6,36.0,2438,19138,38,40,27,42,0,Benign
59.166.0.4,44851,149.171.126.1,42988,6,36.0,1710,6800,26,22,27,51,0,Benign
59.166.0.7,39442,149.171.126.7,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.4,63342,149.171.126.0,143,6,4.0,7818,15092,122,126,27,1386,0,Benign
175.45.176.2,63030,149.171.126.18,445,6,41.0,95490,656,78,16,19,1327,1,Fuzzers
59.166.0.0,8934,149.171.126.8,32852,6,36.0,3302,37162,54,56,27,18,0,Benign
59.166.0.7,7416,149.171.126.4,6881,6,37.0,1540,1644,16,18,27,21,0,Benign
59.166.0.8,64529,149.171.126.4,20919,6,0.0,8928,320,14,6,27,657,0,Benign
59.166.0.1,23092,149.171.126.4,65096,6,0.0,3182,39582,52,54,27,0,0,Benign
59.166.0.4,9247,149.171.126.0,111,17,0.0,568,320,4,4,0,0,0,Benign
59.166.0.8,36388,149.171.126.9,34417,6,36.0,2870,27384,46,46,27,40,0,Benign
175.45.176.3,0,149.171.126.19,0,53,0.0,200,0,2,0,0,0,1,Analysis
59.166.0.0,54388,149.171.126.6,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.0,20762,149.171.126.6,5190,6,0.0,2048,2410,24,26,27,8,0,Benign
59.166.0.7,47251,149.171.126.2,57336,6,0.0,3494,42634,58,58,27,0,0,Benign
59.166.0.0,5741,149.171.126.5,3699,6,36.0,4238,66694,72,74,27,32,0,Benign
59.166.0.4,53343,149.171.126.0,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.2,10518,149.171.126.5,36781,6,0.0,528,8824,10,12,27,71,0,Benign
59.166.0.6,2250,149.171.126.8,47592,6,36.0,2958,32586,48,50,27,16,0,Benign
59.166.0.1,44269,149.171.126.7,39364,6,0.0,4014,57846,68,70,27,0,0,Benign
59.166.0.6,8929,149.171.126.1,7662,6,0.0,3976,2664,22,22,27,0,0,Benign
59.166.0.0,55397,149.171.126.7,111,17,11.0,568,312,4,4,0,5,0,Benign
59.166.0.7,22963,149.171.126.7,80,6,7.0,1580,10168,12,18,27,1007,0,Benign
59.166.0.8,55895,149.171.126.8,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.8,47835,149.171.126.2,38096,17,11.0,528,304,4,4,0,1,0,Benign
59.166.0.7,40758,149.171.126.5,21,6,1.0,2934,3742,52,54,27,22,0,Benign
59.166.0.2,25561,149.171.126.6,24411,17,11.0,536,304,4,4,0,1,0,Benign
59.166.0.4,17194,149.171.126.9,5190,6,0.0,1470,1728,22,14,27,128,0,Benign
59.166.0.0,34301,149.171.126.5,5190,6,0.0,1036,2262,12,12,27,0,0,Benign
59.166.0.0,18221,149.171.126.4,5190,6,0.0,1036,2262,12,12,27,0,0,Benign
59.166.0.8,27347,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.4,41958,149.171.126.4,22,6,92.0,3728,5474,32,24,27,5,0,Benign
59.166.0.2,3853,149.171.126.5,49948,6,36.0,2766,28048,44,46,27,48,0,Benign
59.166.0.5,38041,149.171.126.5,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.3,25400,149.171.126.7,41227,6,0.0,424,8824,8,12,27,222,0,Benign
59.166.0.8,39740,149.171.126.5,44131,6,36.0,2958,32330,48,50,27,104,0,Benign
59.166.0.5,53170,149.171.126.9,31905,6,36.0,2854,29168,46,48,27,37,0,Benign
59.166.0.8,24873,149.171.126.1,80,6,7.0,19514,1087900,366,746,27,14546,0,Benign
59.166.0.0,18947,149.171.126.9,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.9,5475,149.171.126.5,1816,6,0.0,4238,62840,72,74,27,0,0,Benign
59.166.0.8,52064,149.171.126.9,18583,6,0.0,8928,320,14,6,27,314,0,Benign
59.166.0.5,57164,149.171.126.4,5190,6,0.0,2054,2582,22,26,27,183,0,Benign
59.166.0.1,64912,149.171.126.1,6881,6,37.0,1540,1644,16,18,27,15,0,Benign
59.166.0.4,29654,149.171.126.0,6881,6,37.0,5696,201712,92,170,27,108,0,Benign
59.166.0.7,26406,149.171.126.5,21,6,1.0,2934,3742,52,54,27,0,0,Benign
59.166.0.6,59879,149.171.126.9,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.5,19332,149.171.126.8,15488,17,11.0,528,304,4,4,0,1,0,Benign
59.166.0.1,54571,149.171.126.3,8885,6,0.0,320,1934,6,8,27,2,0,Benign
59.166.0.6,56769,149.171.126.1,5190,6,0.0,1036,2262,12,12,27,0,0,Benign
59.166.0.3,19825,149.171.126.5,64120,6,36.0,2750,25760,44,42,27,25,0,Benign
59.166.0.9,61972,149.171.126.2,5190,6,0.0,1958,2308,22,24,27,0,0,Benign
59.166.0.5,15155,149.171.126.4,6881,6,0.0,24952,1094788,444,858,27,4294951,0,Benign
59.166.0.6,58015,149.171.126.7,26193,6,36.0,4238,65118,72,74,27,81,0,Benign
59.166.0.4,53260,149.171.126.5,80,6,7.0,1044,822,8,10,27,0,0,Benign
59.166.0.9,51353,149.171.126.7,25855,6,36.0,2334,16734,36,38,27,18,0,Benign
175.45.176.2,10891,149.171.126.18,80,6,7.0,514,336,10,8,19,830,1,Fuzzers
59.166.0.0,54959,149.171.126.7,55874,6,11.0,4800,2872,24,26,27,276,0,Benign
59.166.0.7,6471,149.171.126.0,3952,6,0.0,320,1846,6,8,27,0,0,Benign
59.166.0.8,58393,149.171.126.4,35766,6,36.0,3390,42634,56,58,27,51,0,Benign
59.166.0.0,16761,149.171.126.6,53,17,5.0,132,164,2,2,0,1,0,Benign
59.166.0.8,14229,149.171.126.7,41913,6,36.0,2438,20576,38,40,27,53,0,Benign
59.166.0.9,40905,149.171.126.4,21,6,1.0,2934,3742,52,54,27,358,0,Benign
59.166.0.1,27159,149.171.126.0,16696,6,0.0,4222,61786,72,74,27,0,0,Benign
59.166.0.7,55196,149.171.126.5,80,6,7.0,1684,10168,14,18,27,4294951,0,Benign
59.166.0.3,28902,149.171.126.2,143,6,4.0,7808,15114,122,126,27,100,0,Benign
59.166.0.5,14201,149.171.126.7,143,6,4.0,7822,16492,122,126,27,340,0,Benign
59.166.0.9,8229,149.171.126.5,5190,6,0.0,3848,19084,50,52,27,127,0,Benign
59.166.0.9,30761,149.171.126.4,56469,6,36.0,3614,49036,60,62,27,42,0,Benign
59.166.0.2,51143,149.171.126.7,80,6,7.0,1580,10168,12,18,27,1004,0,Benign
59.166.0.3,65526,149.171.126.6,19364,6,0.0,3390,40254,56,58,27,0,0,Benign
59.166.0.4,9455,149.171.126.9,45561,6,0.0,2542,22592,40,42,27,0,0,Benign
59.166.0.4,22589,149.171.126.6,80,6,7.0,1580,10168,12,18,27,1064,0,Benign
59.166.0.8,64326,149.171.126.6,80,6,7.0,1580,10168,12,18,27,1036,0,Benign
59.166.0.8,22371,149.171.126.2,111,17,0.0,568,312,4,4,0,0,0,Benign
59.166.0.5,23446,149.171.126.5,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,4296,149.171.126.1,111,17,11.0,568,320,4,4,0,4,0,Benign
59.166.0.3,14718,149.171.126.1,6881,6,37.0,1540,1644,16,18,27,17,0,Benign
59.166.0.1,5715,149.171.126.1,80,6,7.0,1684,10168,14,18,27,1145,0,Benign
59.166.0.0,49291,149.171.126.9,6881,6,0.0,24224,1094788,430,858,27,4294920,0,Benign
59.166.0.6,8386,149.171.126.8,21,6,1.0,2934,3740,52,54,27,0,0,Benign
59.166.0.9,17841,149.171.126.4,22,6,92.0,12648,13306,126,126,27,0,0,Benign
59.166.0.2,53447,149.171.126.1,6881,6,37.0,1540,1644,16,18,27,17,0,Benign
59.166.0.9,23874,149.171.126.1,24366,6,36.0,2334,16290,36,38,27,65,0,Benign
175.45.176.1,0,149.171.126.10,0,156,0.0,200,0,2,0,0,0,1,DoS
59.166.0.7,1676,149.171.126.7,6881,6,37.0,13142,548216,228,438,27,301,0,Benign
59.166.0.3,19980,149.171.126.1,5190,6,0.0,2158,1918,24,20,27,0,0,Benign
59.166.0.1,45179,149.171.126.5,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.7,29731,149.171.126.7,27656,6,36.0,2542,22592,40,42,27,47,0,Benign
59.166.0.1,35707,149.171.126.9,80,6,7.0,1580,10168,12,18,27,1004,0,Benign
59.166.0.3,48170,149.171.126.8,18583,6,0.0,8928,320,14,6,27,279,0,Benign
59.166.0.2,2399,149.171.126.6,30872,6,0.0,424,8824,8,12,27,0,0,Benign
59.166.0.5,37381,149.171.126.8,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.2,63118,149.171.126.1,60549,6,0.0,320,1898,6,8,27,0,0,Benign
59.166.0.3,8139,149.171.126.0,53,17,5.0,146,178,2,2,0,1,0,Benign
175.45.176.0,14703,149.171.126.18,80,6,7.0,68166,576,60,14,19,915,1,Fuzzers
59.166.0.3,61911,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
175.45.176.1,0,149.171.126.17,0,171,0.0,200,0,2,0,0,0,1,Generic
59.166.0.0,44292,149.171.126.6,80,6,7.0,1684,10168,14,18,27,4294951,0,Benign
59.166.0.4,43906,149.171.126.1,6881,6,37.0,1540,1644,16,18,27,17,0,Benign
59.166.0.0,10787,149.171.126.0,80,6,7.0,1684,10168,14,18,27,1025,0,Benign
59.166.0.3,39002,149.171.126.1,5190,6,0.0,1036,2262,12,12,27,0,0,Benign
59.166.0.2,34514,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.5,65048,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.8,47845,149.171.126.9,32640,6,36.0,2542,21294,40,42,27,12,0,Benign
59.166.0.7,43094,149.171.126.5,43866,6,0.0,320,1836,6,8,27,0,0,Benign
59.166.0.1,56792,149.171.126.6,20485,6,0.0,3390,42634,56,58,27,0,0,Benign
59.166.0.7,6145,149.171.126.2,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.4,2116,149.171.126.5,25,6,3.0,13586,2866,34,33,27,0,0,Benign
59.166.0.5,10181,149.171.126.0,8198,6,36.0,4014,57836,68,70,27,29,0,Benign
59.166.0.6,34931,149.171.126.9,22993,6,0.0,424,8824,8,12,27,3,0,Benign
59.166.0.7,28328,149.171.126.4,80,6,7.0,1684,10168,14,18,27,1105,0,Benign
59.166.0.4,62483,149.171.126.5,143,6,4.0,7822,15136,122,126,27,0,0,Benign
59.166.0.9,29269,149.171.126.9,143,6,4.0,7816,15130,122,126,27,33,0,Benign
175.45.176.2,0,149.171.126.17,0,182,0.0,200,0,2,0,0,0,1,DoS
175.45.176.2,27483,149.171.126.12,25,6,3.0,14016,1644,30,22,27,2719,1,Exploits
59.166.0.4,13515,149.171.126.8,80,6,7.0,1580,10168,12,18,27,1073,0,Benign
59.166.0.0,15614,149.171.126.2,18142,17,11.0,536,304,4,4,0,1,0,Benign
59.166.0.2,52236,149.171.126.9,111,17,11.0,568,312,4,4,0,5,0,Benign
59.166.0.0,39154,149.171.126.6,5190,6,0.0,1036,2366,12,14,27,29,0,Benign
59.166.0.8,47822,149.171.126.8,18204,6,0.0,8928,320,14,6,27,7,0,Benign
59.166.0.0,55744,149.171.126.8,24099,6,0.0,2542,21294,40,42,27,0,0,Benign
59.166.0.2,52078,149.171.126.1,58303,6,36.0,3390,43544,56,58,27,77,0,Benign
59.166.0.4,48254,149.171.126.7,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.1,25989,149.171.126.4,80,6,7.0,1684,10168,14,18,27,1004,0,Benign
59.166.0.4,29626,149.171.126.8,47377,6,0.0,424,8824,8,12,27,222,0,Benign
59.166.0.7,61485,149.171.126.7,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.7,26146,149.171.126.8,18200,6,36.0,3614,49342,60,62,27,57,0,Benign
175.45.176.0,48922,149.171.126.11,8089,6,0.0,160,80,4,2,18,255,0,Benign
59.166.0.3,60927,149.171.126.8,42955,6,0.0,424,8824,8,12,27,0,0,Benign
59.166.0.7,40107,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.1,59736,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.7,55686,149.171.126.7,23868,6,36.0,3598,45562,60,62,27,59,0,Benign
59.166.0.7,59386,149.171.126.0,6881,6,37.0,2960,60754,42,64,27,10342,0,Benign
59.166.0.8,9536,149.171.126.2,7356,6,36.0,4014,59460,68,70,27,35,0,Benign
59.166.0.9,43686,149.171.126.0,1909,17,0.0,520,304,4,4,0,0,0,Benign
59.166.0.8,40228,149.171.126.4,80,6,7.0,1684,10168,14,18,27,1005,0,Benign
59.166.0.2,63779,149.171.126.9,25,6,3.0,37382,3276,52,40,27,533,0,Benign
59.166.0.1,61809,149.171.126.5,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.1,33455,149.171.126.4,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.5,62856,149.171.126.1,38982,6,36.0,2974,30516,48,50,27,16,0,Benign
59.166.0.6,63416,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.0,40006,149.171.126.3,12667,6,36.0,5174,87222,90,92,27,246,0,Benign
59.166.0.7,63033,149.171.126.0,36669,6,0.0,4014,56290,68,68,27,0,0,Benign
59.166.0.0,64451,149.171.126.6,53,17,5.0,130,162,2,2,0,1,0,Benign
175.45.176.1,2058,149.171.126.17,179,6,13.0,1080,666,14,12,19,1277,1,Fuzzers
59.166.0.2,59593,149.171.126.6,19675,6,0.0,2542,21874,40,42,27,0,0,Benign
59.166.0.5,61099,149.171.126.6,6881,6,37.0,25680,1094788,458,858,27,7175,0,Benign
59.166.0.4,28955,149.171.126.7,27484,6,36.0,3390,44426,56,58,27,59,0,Benign
59.166.0.3,32588,149.171.126.5,5190,6,0.0,1958,2308,22,24,27,0,0,Benign
59.166.0.0,40856,149.171.126.8,13080,6,0.0,4222,61786,72,74,27,0,0,Benign
59.166.0.4,58227,149.171.126.6,28640,6,0.0,2230,13358,34,36,27,0,0,Benign
59.166.0.5,1829,149.171.126.7,21,6,1.0,2934,3738,52,54,27,967,0,Benign
175.45.176.0,59861,149.171.126.16,179,6,13.0,986,336,10,8,19,2447,0,Benign
59.166.0.2,16455,149.171.126.4,15491,6,36.0,3614,50036,60,62,27,26,0,Benign
59.166.0.0,55298,149.171.126.1,5190,6,0.0,2062,2424,24,26,27,445,0,Benign
59.166.0.9,47432,149.171.126.1,53754,6,36.0,2230,13586,34,36,27,7,0,Benign
59.166.0.3,11264,149.171.126.7,80,6,7.0,1038,820,8,10,27,3,0,Benign
175.45.176.1,62269,149.171.126.19,143,6,4.0,1088,25484,20,34,27,883,1,Exploits
59.166.0.5,62175,149.171.126.5,60743,17,0.0,536,304,4,4,0,0,0,Benign
59.166.0.1,38724,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.7,65433,149.171.126.7,37445,6,36.0,2438,20718,38,40,27,17,0,Benign
59.166.0.9,46027,149.171.126.9,42551,6,0.0,4400,2456,18,18,27,0,0,Benign
59.166.0.9,57863,149.171.126.8,26133,6,0.0,3598,48874,60,62,27,0,0,Benign
59.166.0.5,21298,149.171.126.1,111,17,11.0,568,320,4,4,0,88,0,Benign
59.166.0.0,1345,149.171.126.6,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.3,11313,149.171.126.5,39765,6,0.0,4808,3080,28,30,27,0,0,Benign
59.166.0.6,45069,149.171.126.5,5015,6,0.0,2646,23604,42,44,27,0,0,Benign
59.166.0.2,65340,149.171.126.0,22,6,92.0,12648,13306,126,126,27,0,0,Benign
59.166.0.0,56635,149.171.126.6,25326,6,0.0,2230,14370,34,36,27,0,0,Benign
59.166.0.0,27526,149.171.126.0,6881,6,37.0,1540,1644,16,18,27,14,0,Benign
59.166.0.8,26410,149.171.126.3,22,6,92.0,3728,5578,32,26,27,6,0,Benign
59.166.0.0,58070,149.171.126.3,80,6,7.0,1684,10168,14,18,27,1161,0,Benign
59.166.0.7,1546,149.171.126.9,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,4662,149.171.126.5,22,6,92.0,3728,5474,32,24,27,6,0,Benign
59.166.0.4,9787,149.171.126.0,3982,6,0.0,4238,62840,72,74,27,0,0,Benign
59.166.0.1,36539,149.171.126.9,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.8,2317,149.171.126.4,23147,17,11.0,528,304,4,4,0,1,0,Benign
59.166.0.7,9170,149.171.126.6,45627,6,11.0,4184,3080,28,30,27,938,0,Benign
59.166.0.3,54988,149.171.126.1,61245,6,36.0,3614,45800,60,64,27,40,0,Benign
59.166.0.9,24174,149.171.126.5,59904,6,0.0,3614,49036,60,62,27,0,0,Benign
59.166.0.2,65473,149.171.126.5,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.5,18332,149.171.126.3,35979,6,36.0,2958,32642,48,50,27,17,0,Benign
59.166.0.6,62952,149.171.126.2,22,6,92.0,3728,5474,32,24,27,0,0,Benign
59.166.0.4,43204,149.171.126.3,7726,6,36.0,2542,23278,40,42,27,17,0,Benign
59.166.0.2,1335,149.171.126.4,80,6,7.0,1684,10168,14,18,27,1108,0,Benign
175.45.176.2,17457,149.171.126.17,111,17,11.0,168,0,2,0,0,0,1,Reconnaissance
59.166.0.6,28501,149.171.126.4,59240,6,36.0,2542,23266,40,42,27,12,0,Benign
59.166.0.7,45978,149.171.126.8,21,6,1.0,2934,3742,52,54,27,0,0,Benign
59.166.0.8,45119,149.171.126.0,80,6,7.0,19098,1066890,358,732,27,0,0,Benign
59.166.0.4,50035,149.171.126.4,42386,6,0.0,320,1880,6,8,27,46,0,Benign
59.166.0.4,49731,149.171.126.6,55570,17,11.0,520,304,4,4,0,16,0,Benign
59.166.0.8,47359,149.171.126.5,80,6,7.0,1684,10168,14,18,27,1223,0,Benign
59.166.0.9,12435,149.171.126.4,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.5,45837,149.171.126.7,43940,6,36.0,3926,57474,66,68,27,114,0,Benign
59.166.0.8,59433,149.171.126.2,21,6,1.0,2934,3742,52,54,27,22,0,Benign
175.45.176.2,28668,149.171.126.10,21,6,1.0,1264,1628,24,22,27,2097,1,Exploits
59.166.0.5,55259,149.171.126.5,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.1,40778,149.171.126.5,25,6,3.0,38120,3484,54,44,27,663,0,Benign
59.166.0.5,26646,149.171.126.7,59931,6,36.0,2542,22128,40,42,27,13,0,Benign
59.166.0.6,46344,149.171.126.3,22703,6,36.0,4030,55114,68,68,27,79,0,Benign
59.166.0.3,56717,149.171.126.2,21,6,1.0,2934,3738,52,54,27,816,0,Benign
59.166.0.9,16918,149.171.126.7,25,6,3.0,38298,3276,54,40,27,0,0,Benign
59.166.0.9,7177,149.171.126.8,21,6,1.0,2934,3742,52,54,27,843,0,Benign
59.166.0.3,25618,149.171.126.8,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.6,6057,149.171.126.8,4608,6,11.0,4088,2456,18,18,27,4,0,Benign
59.166.0.3,59247,149.171.126.4,57753,6,0.0,320,1918,6,8,27,3,0,Benign
59.166.0.0,36123,149.171.126.3,7644,6,0.0,320,1922,6,8,27,46,0,Benign
59.166.0.3,52301,149.171.126.9,5190,6,0.0,2062,2424,24,26,27,5,0,Benign
59.166.0.6,56807,149.171.126.4,80,6,7.0,1684,10168,14,18,27,1132,0,Benign
59.166.0.4,22063,149.171.126.9,1727,6,36.0,2438,16528,38,36,27,14,0,Benign
175.45.176.2,63810,149.171.126.11,179,6,13.0,592,256,10,6,19,675,0,Benign
59.166.0.0,62236,149.171.126.0,21,6,1.0,2934,3740,52,54,27,22,0,Benign
59.166.0.1,36754,149.171.126.7,39582,17,11.0,512,304,4,4,0,1,0,Benign
59.166.0.4,7072,149.171.126.7,48804,6,36.0,2438,19242,38,40,27,34,0,Benign
59.166.0.8,58981,149.171.126.3,80,6,7.0,1684,10168,14,18,27,1410,0,Benign
59.166.0.2,43521,149.171.126.9,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.6,61360,149.171.126.0,53,17,5.0,132,164,2,2,0,1,0,Benign
59.166.0.6,33522,149.171.126.6,51644,6,36.0,2438,20116,38,40,27,10,0,Benign
59.166.0.2,26052,149.171.126.5,58986,17,11.0,512,304,4,4,0,1,0,Benign
59.166.0.6,26767,149.171.126.1,59226,6,36.0,2854,29218,46,48,27,64,0,Benign
59.166.0.8,45697,149.171.126.6,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.1,9789,149.171.126.5,7758,6,36.0,2854,29182,46,48,27,15,0,Benign
59.166.0.5,65516,149.171.126.6,80,6,7.0,18058,1087890,338,746,27,1418,0,Benign
59.166.0.2,31548,149.171.126.8,22262,17,11.0,536,304,4,4,0,1,0,Benign
59.166.0.7,26434,149.171.126.1,24469,6,0.0,2542,23122,40,42,27,0,0,Benign
59.166.0.9,7518,149.171.126.3,43413,6,36.0,2646,24570,42,44,27,13,0,Benign
175.45.176.3,52168,149.171.126.10,80,6,7.0,800,1144,10,8,27,651,0,Benign
59.166.0.0,9866,149.171.126.0,8613,6,11.0,4568,2456,18,18,27,4,0,Benign
59.166.0.6,61667,149.171.126.0,63759,17,11.0,528,304,4,4,0,1,0,Benign
59.166.0.9,41583,149.171.126.0,80,6,7.0,17642,1087890,330,746,27,8238,0,Benign
59.166.0.2,22761,149.171.126.9,63149,6,0.0,4030,51666,68,66,27,0,0,Benign
